37601497;1708863936;1708863895;
37601497;1708863895;1470044233;
37601497;1470044233;1708863850;
37601497;1708863850;2353659658;
37601497;2353659658;440759686;
37601497;440759686;2353659660;
37601497;2353659660;1470044225;
37601497;1470044225;2353659662;
37601497;2353659662;440759693;
37601497;440759693;1708863803;
37601497;1708863803;440759703;
37601497;440759703;1926261320;
37601497;1926261320;1708863724;
37601497;1708863724;1470044218;
37601497;1470044218;440759704;
37601497;440759704;1470044219;
37601497;1470044219;440759705;
37601497;440759705;1925612623;
37601497;1925612623;1925581175;
37601497;1925581175;440759706;
37601497;440759706;1708863609;
37601497;1708863609;1470044215;
37601497;1470044215;440759707;
37601543;440760139;440760135;
37601543;440760135;440760136;
37601543;440760136;1708864077;
37601543;1708864077;1708864073;
37601543;1708864073;440760137;
37601543;440760137;1925581212;
37601543;1925581212;440760138;
37601543;440760138;440759506;
37601544;440760134;440760139;
75952387;896621588;896603239;
75952387;896603239;896603270;
75952387;896603270;1031547136;
75952387;1031547136;896603287;
75952387;896603287;896603217;
75952387;896603217;896603225;
75952387;896603225;896603255;
75952387;896603255;896603209;
75952387;896603209;896603226;
75952388;896603289;2587694547;
75952388;2587694547;2587694548;
75952388;2587694548;2587694549;
75952388;2587694549;896603300;
75952388;896603300;2587694537;
75952388;2587694537;896603257;
75952388;896603257;896603271;
75952388;896603271;2587694538;
75952388;2587694538;2587694539;
75952388;2587694539;2587694540;
75952388;2587694540;896603219;
75952388;896603219;2587694541;
75952388;2587694541;896603265;
75952388;896603265;896603281;
75952388;896603281;2587694542;
75952388;2587694542;2587694543;
75952388;2587694543;2587694544;
75952388;2587694544;2587694545;
75952388;2587694545;896603226;
75952388;896603226;2587694546;
75952388;2587694546;896603240;
75952388;896603240;896603289;
75952390;896603257;1708864241;
75952390;1708864241;896603259;
75952390;896603259;896603252;
75952390;896603252;1931523768;
75952390;1931523768;1708864297;
75952390;1708864297;896603241;
75952390;896603241;1708864322;
75952390;1708864322;1708864338;
75952390;1708864338;896603283;
75952390;896603283;896603213;
75952390;896603213;896603302;
75952390;896603302;896603235;
75952390;896603235;896603227;
75952390;896603227;896603237;
75952390;896603237;896588659;
75952390;896588659;896588686;
75952391;896603265;896603214;
75952391;896603214;896603206;
75952391;896603206;896603275;
75952391;896603275;896603222;
75952391;896603222;896603292;
75952391;896603292;896621595;
75952391;896621595;896621590;
75952391;896621590;896621585;
75952392;896588651;896603269;
75952392;896603269;1708865097;
75952392;1708865097;896603262;
75952392;896603262;896603268;
75952392;896603268;896603260;
75952392;896603260;896603230;
75952392;896603230;896603280;
75952392;896603280;896603246;
75952392;896603246;896603238;
75952392;896603238;896603210;
75952392;896603210;1708864636;
75952392;1708864636;896603216;
75952392;896603216;896603285;
75952392;896603285;1708864506;
75952392;1708864506;896603278;
75952392;896603278;896603245;
75952392;896603245;1708864486;
75952392;1708864486;1708864455;
