4263086;21953783;21951362;
4328607;21951277;4921810806;
4328607;4921810806;3657706358;
4328607;3657706358;21951310;
4328607;21951310;21951334;
4328612;21947400;21947414;
4328790;351959175;3656060239;
4328790;3656060239;21734298;
4328790;21734298;21734295;
4328790;21734295;21734301;
4328790;21734301;21968336;
4328790;21968336;21968192;
4328790;21968192;2090546864;
4328790;2090546864;21968197;
4328790;21968197;21968140;
4328796;351959288;960747239;
4487676;27717686;21734251;
4518851;21734249;2622900858;
4518851;2622900858;3507528492;
4518851;3507528492;1789051704;
4518851;1789051704;3507557298;
4518851;3507557298;21734246;
4518851;21734246;3502487950;
4518851;3502487950;3414972218;
4518854;21734264;21734263;
4518854;21734263;21734242;
4519445;21734278;21734277;
4519445;21734277;48753331;
4519445;48753331;5308396722;
4519445;5308396722;21734214;
4519451;21734263;2090546862;
4519451;2090546862;21734282;
4519451;21734282;21734281;
4519451;21734281;21734288;
4519453;21734289;510827540;
4519454;21734271;21734272;
4519456;21953783;1777869682;
4519456;1777869682;3835537254;
4519456;3835537254;21953805;
4519457;26213241;3835543718;
4519457;3835543718;4418157197;
4519457;4418157197;26213243;
4519457;26213243;26480870;
4519457;26480870;26480873;
4519457;26480873;26480869;
4519457;26480869;1634750488;
4519457;1634750488;26480868;
4519457;26480868;1634750483;
4519457;1634750483;26480866;
4519457;26480866;1634750482;
4519457;1634750482;26480865;
5930441;21734227;21734275;
5930441;21734275;21734278;
5930450;390826846;48752951;
5930450;48752951;21734266;
5930450;21734266;48752939;
7642957;21734278;21734280;
7642977;21951413;1777473030;
7642977;1777473030;21734297;
7642979;21951400;1777473028;
7642979;1777473028;551479454;
7732075;21951386;3428636172;
7732075;3428636172;1437056478;
7732076;21953805;21953859;
7732076;21953859;1796759106;
7732076;1796759106;21951362;
7732078;21734292;845674258;
7732078;845674258;1493715148;
7972315;1796759111;1796743677;
7972315;1796743677;851942131;
7972315;851942131;510827508;
30650268;21734293;351959168;
30650268;351959168;1682265913;
30650268;1682265913;351959288;
30650268;351959288;21734292;
31261528;21734249;1258876345;
31261528;1258876345;1258876334;
31261528;1258876334;1258876347;
31261528;1258876347;21734244;
31261528;21734244;3507529697;
31261528;3507529697;3507529704;
31261528;3507529704;21734224;
31261528;21734224;1258876329;
31261528;1258876329;21734223;
31261632;21734244;347602936;
31262320;21951394;3428624757;
31262320;3428624757;347615218;
31262320;347615218;3656083009;
31262320;3656083009;21947369;
31262321;21734290;3656019308;
31262321;3656019308;3428610312;
31262321;3428610312;3656019307;
31262321;3656019307;347617905;
31262321;347617905;1777869683;
31262321;1777869683;21953728;
31262321;21953728;390826851;
31262321;390826851;2734140708;
31262321;2734140708;390826846;
31262334;21734290;347617892;
