36974260;429932398;485948188;
36974260;485948188;485948194;
36974260;485948194;485948197;
36974260;485948197;1237761145;
36974260;1237761145;429932404;
36976243;1848795774;1237230344;
36976244;429960730;1873696734;
36976244;1873696734;552925938;
36976244;552925938;429960764;
36976244;429960764;1876938884;
36976244;1876938884;693844225;
36976244;693844225;1236606805;
40283463;190573080;2303418219;
40283463;2303418219;190573078;
40283463;190573078;1236606832;
40283463;1236606832;190573076;
40283463;190573076;190573075;
40283463;190573075;190573074;
40283463;190573074;4844665847;
40283463;4844665847;429884645;
40283464;2596676667;4844665857;
40283464;4844665857;4844665858;
40283464;4844665858;4844665859;
40283464;4844665859;190573071;
40283464;190573071;190573070;
40283464;190573070;1876938860;
40283464;1876938860;429884615;
40283466;190573087;485948188;
40283467;485948192;2892485761;
40283467;2892485761;1240531343;
40283467;1240531343;485948194;
40283467;485948194;2460439159;
40283467;2460439159;693844221;
40283468;485948197;1240531334;
40283468;1240531334;1237761265;
42702534;1236606840;1238510260;
42702534;1238510260;2204404885;
42702534;2204404885;1172734618;
42702534;1172734618;5321741071;
42702534;5321741071;429951231;
42702534;429951231;3701348016;
42702534;3701348016;1848796075;
42702534;1848796075;429951227;
42702534;429951227;1876938915;
42702534;1876938915;1848796164;
42702534;1848796164;4451164183;
42702534;4451164183;1848796211;
42702534;1848796211;1240534836;
42702534;1240534836;429951224;
42702534;429951224;552967775;
42702534;552967775;1240534784;
42702534;1240534784;5321741070;
42702534;5321741070;1876938928;
42702534;1876938928;2460439222;
42702534;2460439222;1240542144;
42702534;1240542144;5321741037;
42702534;5321741037;534771588;
42702534;534771588;1240542152;
42702534;1240542152;534771589;
42702534;534771589;534771590;
42702534;534771590;1240542141;
42702534;1240542141;1848796526;
42702534;1848796526;5321741030;
42702534;5321741030;429951211;
42702534;429951211;5321741028;
42702534;5321741028;1848796576;
42702534;1848796576;1237518330;
42714318;1238130106;534151850;
42714318;534151850;1238130083;
42714318;1238130083;534151853;
42714318;534151853;1238130109;
42714318;1238130109;534151846;
42714318;534151846;1238130112;
42714318;1238130112;534151843;
42714318;534151843;1238130078;
42714318;1238130078;534151848;
42714318;534151848;1238130072;
42714318;1238130072;534151851;
42714318;534151851;1238130076;
42714318;1238130076;534151857;
42714318;534151857;1238130104;
42714318;1238130104;534151855;
42714318;534151855;1238130106;
42877408;1236615719;1576596390;
42877408;1576596390;1236606777;
43688185;698089620;698089616;
43688185;698089616;664906317;
43688186;1873677713;1873677792;
43688186;1873677792;1237703918;
43688186;1237703918;552926025;
43688186;552926025;1236606825;
43693248;4654981739;4654981699;
43693248;4654981699;4654981727;
43693248;4654981727;4654981726;
43693248;4654981726;4654981698;
52457660;1236606833;1876938854;
52457660;1876938854;2709120712;
52457660;2709120712;1236606816;
55546382;1848795945;1873677636;
55546382;1873677636;3611610642;
55546382;3611610642;2219278155;
55546382;2219278155;1237703786;
55546382;1237703786;1873677565;
55546382;1873677565;1848796045;
55546382;1848796045;1848796047;
55546382;1848796047;698089644;
55546382;698089644;698089632;
55546382;698089632;1237869661;
55546382;1237869661;2720297126;
55546382;2720297126;698089615;
55546382;698089615;698089630;
55546382;698089630;1312528699;
55546382;1312528699;1312528743;
55546382;1312528743;698089588;
101556500;1172734618;1172734631;
101556500;1172734631;1172734656;
101556500;1172734656;1172734707;
101556500;1172734707;1172734221;
101556500;1172734221;1172734219;
101556500;1172734219;1172734622;
101556500;1172734622;1172734659;
101556500;1172734659;1172734399;
101556500;1172734399;1172734578;
101556500;1172734578;1172734761;
101556500;1172734761;1172734492;
107628090;1236606800;1236606807;
107628090;1236606807;1236606789;
107628090;1236606789;701603970;
107628090;701603970;3701348020;
107628090;3701348020;1236606803;
107628090;1236606803;3701348021;
107628090;3701348021;1236606836;
107628090;1236606836;1236606788;
107628090;1236606788;1236606817;
107628090;1236606817;1236606819;
107628090;1236606819;1236606790;
107628090;1236606790;1236606830;
107628090;1236606830;1236606801;
107628090;1236606801;3701349591;
107628090;3701349591;3701348019;
107628090;3701348019;3701349592;
107628090;3701349592;1236606840;
107628090;1236606840;3701349593;
107628090;3701349593;1236606828;
107628090;1236606828;1236606823;
107628090;1236606823;1236606800;
107628091;698089629;698089589;
107628093;1848622863;1873677723;
107628093;1873677723;1873677671;
107628093;1873677671;1873677682;
107628093;1873677682;1873677583;
107628093;1873677583;553017695;
107628093;553017695;553017696;
107628093;553017696;1873677567;
107628095;1236606785;2218617096;
107628095;2218617096;1236606831;
107628095;1236606831;1236606775;
107628095;1236606775;552967820;
107628096;1236606799;1236606838;
107628096;1236606838;2218617096;
107628097;1236606805;1236606773;
107628097;1236606773;1236606841;
107628098;693844221;2460439160;
107628098;2460439160;1236606839;
107628098;1236606839;1236606777;
107628549;1236615671;1236615645;
107628549;1236615645;1236615732;
107628549;1236615732;4617394481;
107628549;4617394481;1236615716;
107628549;1236615716;1236615692;
107628549;1236615692;1236615691;
107628551;1236615689;1236615647;
107628551;1236615647;1236615661;
107628551;1236615661;1240534800;
107628551;1240534800;1236615652;
107628551;1236615652;1236615734;
107628551;1236615734;1236615616;
107628551;1236615616;1236615649;
107628551;1236615649;1236615638;
107628551;1236615638;1236615731;
107628551;1236615731;1877815795;
107628551;1877815795;1236615631;
107628551;1236615631;1172734631;
107628552;693844232;1873696540;
107628552;1873696540;1236606841;
107628552;1236606841;1876938890;
107628552;1876938890;1236615685;
107628552;1236615685;1236606809;
107628552;1236606809;1236615704;
107628552;1236615704;1236615708;
107628552;1236615708;1576596393;
107628552;1576596393;1236615719;
107737513;1848795947;1237704077;
107737513;1237704077;1237703949;
107737513;1237703949;1237703926;
107737513;1237703926;1237703920;
107737513;1237703920;1237703946;
107737513;1237703946;1237704064;
107737513;1237704064;1848795935;
107737513;1848795935;1237703868;
107737513;1237703868;1848795939;
107737513;1848795939;1237703831;
107737513;1237703831;1237703961;
107737513;1237703961;1237704016;
107737513;1237704016;1237703981;
107737513;1237703981;1237704042;
107737513;1237704042;1237703921;
107737513;1237703921;1848795947;
107739789;1237230461;1237715110;
107739789;1237715110;1237715115;
107739789;1237715115;1237715090;
107739789;1237715090;1237230473;
107739789;1237230473;1237715088;
107739789;1237715088;1237715103;
107739789;1237715103;1237715099;
107739789;1237715099;1237230407;
107739789;1237230407;1237715116;
107739789;1237715116;1237715106;
107739789;1237715106;1237230265;
107739789;1237230265;1237715087;
107739789;1237715087;1237715117;
107739789;1237715117;1237715108;
107739789;1237715108;1237230242;
107739789;1237230242;1237715105;
107739789;1237715105;1237715097;
107739789;1237715097;1237230461;
107739792;1237230643;2711973682;
107755880;1237703831;1848795941;
107755880;1848795941;1848795949;
107755880;1848795949;1848795965;
107755880;1848795965;1848795963;
107755880;1848795963;1848795952;
107755880;1848795952;1238953130;
107755880;1238953130;1238950304;
107755880;1238950304;1848795993;
107755880;1848795993;1848795972;
107755880;1848795972;1238950288;
107755880;1238950288;1238950293;
107780725;1238130613;1848611387;
107780725;1848611387;1237230337;
107780725;1237230337;1240531319;
107780725;1240531319;1240531341;
107780725;1240531341;1237230603;
107780725;1237230603;1240531323;
107780725;1240531323;1703390945;
107780725;1703390945;1237230643;
107818361;1238440299;1238440336;
107818361;1238440336;158761014;
